title,network,country,classification,start_date,seasons,status,rating,votes,cast,description,tv_comedies,crime_tv_shows,tv_dramas,docuseries,teen_tv_shows,tv_horror,kids_tv,romantic_tv_shows,science_nature_tv,british_tv_shows,tv_action_adventure,anime_series,reality_tv,tv_mysteries,tv_scifi_fantasy
Shtisel,Yes,IL,TV-PG,2013-06-29,2,Running,8.6,3190,"Doval'e Glickman, Michael Aloni, Ayelet Zurer, Neta Riskin, Shira Haas, Sarel Piterman, Zohar Shtrauss, Orly Silbersatz Banai, Sasson Gabai, Shlomo Shitrit","A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chasing Monsters,5Spike,UK,TV-PG,2015-06-30,2,Ended,7.6,255,Cyril Chauquet,Adventurer Cyril Chauquet seeks out the most colossal and dangerous underwater creatures around the world in this adrenaline-packed series.,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
The Windsors,Channel 4,GB,TV-MA,2016-05-06,2,To Be Determined,7.0,1990,"Harry Enfield, Haydn Gwynne, Hugh Skinner, Louise Ford, Richard Goulding, Matthew Cottle, Morgana Robinson, Celeste Dring, Katy Wix, Ellie White",The all-too-public trials and tribulations of England's royal family are reimagined as an over-the-top comedic soap opera.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Voltron: Legendary Defender,Netflix,US,TV-Y7-FV,2016-06-10,8,Ended,8.1,7444,"Jeremy Shada, Tyler Labine, Bex Taylor-Klaus, Josh Keaton, Steven Yeun, Kimberly Brooks, Rhys Darby, A.J. LoCascio","In an all-new series, five unlikely heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Halt and Catch Fire,AMC,US,TV-14,2014-06-01,4,Ended,8.4,27504,"Lee Pace, Scoot McNairy, Mackenzie Davis, Kerry Bishé, Toby Huss, Aleksa Palladino, David Wilson Barnes, Morgan Hinkleman, James Cromwell, Manish Dayal, Annabeth Gish","Re-creating the dawn of the personal computer era, this digital drama tracks the fates of an industry visionary and his brilliant colleagues.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wanted,Seven Network,AU,TV-14,2016-02-09,3,Ended,7.7,4190,"Rebecca Gibney, Geraldine Hakewill, Stephen Peacocke",Polar-opposite strangers Lola and Chelsea become partners on the run when they witness a murder involving dirty cops and are framed for the crime.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Outlander,Starz,US,TV-MA,2014-08-09,2,Running,8.4,118076,"Caitriona Balfe, Sam Heughan, Tobias Menzies, Gary Lewis, Graham McTavish, Lotte Verbeek, Duncan Lacroix, Laura Donnelly, Bill Paterson, Stephen Walters, Grant O'Rourke, Simon Callow, Richard Rankin, Sophie Skelton, David Berry, Romann Berrux, Ed Speleers, Maria Doyle Kennedy, Tim Downie",This epic tale adapted from Diana Gabaldon's popular series of fantasy-romance novels focuses on the drama of two time-crossed lovers.,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Sonic X,FOX,AJ,TV-Y7,2003-08-23,4,Ended,6.2,3659,"Suzanne Goldish, Dan Green, Jason Anthony Griffith, Rebecca Honig, Lisa Ortiz, Amy Palant, Mike Pollock, Jack Quevas","While battling the evil Dr. Eggman, Sonic gets caught in an explosion that sends him, his pals and his enemy to the unfamiliar planet Earth. With the help of a young boy, Sonic sets out to find the powerful Chaos Emeralds and defeat Dr. Eggman.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Repair Shop,BBC One,GB,PG,2017-03-27,2,Running,8.7,687,Unknown,Expert artisans restore timeworn family heirlooms with touching sentimental value while also uncovering their uniquely rich histories.,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Sensitive Skin,HBO Canada,CA,TV-MA,2014-07-20,1,Ended,7.2,974,"Kim Cattrall, Don McKellar, Nicolas Wright, Joanna Gleason, Colm Feore, Clé Bennett, Bob Martin, Elliott Gould",Davina and Al try to revamp their lives as they struggle with the uncertainties of middle age in this darkly comic adaptation of the British hit.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Hail King Julien,Netflix,US,TV-Y7-FV,2014-12-19,5,Ended,7.2,1477,"Danny Jacobs, Andy Richter, Henry Winkler, Kevin Michael Richardson, India de Beaufort, Jeff Bennett, David Krumholtz, Diedrich Bader, Debra Wilson, Sarah Thyre, Betsy Sodaro","In this Emmy winner for Outstanding Children's Animated Program, Madagascar booty-shaker King Julien takes on the jungle’s craziest adventures.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GLOW,Netflix,US,TV-MA,2017-06-23,3,Ended,8.0,38984,"Alison Brie, Betty Gilpin, Marc Maron, Britney Young, Sydelle Noel, Gayle Rankin, Sunita Mani, Kimmy Gatewood, Rebekka Johnson, Jackie Tohn, Ellen Wong, Kate Nash, Britt Baron, Kia Stevens, Chris Lowell, Alex Rich","In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling. A comedy by the team behind ""Orange Is the New Black.""",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ever After High,Netflix,CA,TV-Y7,May/30/2013,5,Returning Series,8.0,617,"Jonquil Goode, Karen Strassman, Audu Paden, Julie Maddalena, Marieve Herington, Rena Strober, Evan Smith, Wendee Lee, Haviland Stillwell, Valerie Arem, Cam Clarke, Colleen Foy, Cindy Robinson, Joe Sanfelippo, Jamieson Price, Debi Derryberry, Lindsey Ames, Rajo Zakic, Erin Fitzgerald, Malcolm Danare",The kids of fairy-tale characters attend a school with two cliques: those who accept their fairy-tale destinies and those who want to write their own.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ozark,Netflix,US,TV-MA,2017-07-21,2,Running,8.4,175093,"Jason Bateman, Sofia Hublitz, Laura Linney, Skylar Gaertner, Jason Butler Harner, Esai Morales, Peter Mullan, Lisa Emery","A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ultimate Beastmaster,Netflix,US,TV-14,2017-02-24,3,Running,7.3,2034,"Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Luis Ernesto Franco, Inés Sainz, Rafinha Bastos, Anderson Silva, Sylvester Stallone","In this intense obstacle course series, elite athletes from the U.S. and other countries compete for cash prizes, individual glory and national pride.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
True and the Rainbow Kingdom,Netflix,US,TV-Y,2017-08-11,3,Ended,7.1,360,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson","When something's wrong in the Rainbow Kingdom, bighearted guardian True and her best friend, Bartleby, are there to grant wishes and save the day.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Workin' Moms,CBC,CA,TV-MA,2017-01-10,3,Running,7.6,9703,"Catherine Reitman, Dani Kind, Juno Rinaldi, Jessalyn Wanlim, Philip Sternberg, Ryan Belleville, Olunike Adeliyi, Dennis Andres, Katherine Barrell, Sarah McVie, Peter Keleghan","Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Helsing,Syfy,US,TV-MA,2016-09-23,3,Running,6.2,17329,"Kelly Overton, Jonathan Scarfe, Christopher Heyerdahl, Paul Johansson, David Cubitt, Tim Guinee","After three years in a coma, Vanessa awakens to a world ravaged by vampires. Now, she and a motley band of fellow survivors fight to stay alive.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Good Place,NBC,US,TV-14,2016-09-19,3,Ended,8.2,106301,"Kristen Bell, Ted Danson, William Jackson Harper, Jameela Jamil, D'Arcy Carden, Manny Jacinto","Due to an error, self-absorbed Eleanor Shellstrop arrives at the Good Place after her death. Determined to stay, she tries to become a better person.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 Reasons Why,Netflix,US,TV-MA,2017-03-31,3,Ended,7.6,250094,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves","After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Ask the StoryBots,Netflix,US,TV-Y,2016-08-12,3,Ended,8.3,658,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis","Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dear White People,Netflix,US,TV-MA,2017-04-28,3,Running,6.3,21799,"Logan Browning, Brandon P. Bell, DeRon Horton, Antoinette Robertson, John Patrick Amedori, Ashley Blaine Featherson, Marque Richardson, Giancarlo Esposito","Students of color navigate the daily slights and slippery politics of life at an Ivy League college that's not nearly as ""post-racial"" as it thinks.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Derry Girls,Channel 4,GB,TV-MA,2018-01-04,2,Running,8.4,18088,"Saoirse-Monica Jackson, Nicola Coughlan, Louisa Harland, Jamie-Lee O'Donnell, Dylan Llewellyn, Tara Lynne O'Neill, Kathy Kiera Clarke, Tommy Tiernan, Ian McElhinney, Siobhan McSweeney","Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Skins,E4,UK,TV-MA,2007-01-25,7,Ended,8.2,73637,"Kaya Scodelario, Hannah Murray, Jack O'Connell, Kathryn Prescott, Lily Loveless, Nicholas Hoult, Joe Dempsie, Mike Bailey, April Pearson, Will Merrick, Freya Mavor, Laya Lewis, Ollie Barbieri, Dakota Blue Richards, Sean Teale, Larissa Wilson, Dev Patel, Mitch Hewer, Luke Pasqualino, Giles Thomas",This incisive series centers on the tense lives of a group of teenagers as the friends and wannabe lovers weather their final two years of school.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Breaking Bad,AMC,US,TV-MA,2008-01-20,5,Ended,9.5,1408793,"Bryan Cranston, Aaron Paul, Anna Gunn, Dean Norris, Betsy Brandt, R.J. Mitte, Bob Odenkirk, Steven Michael Quezada, Jonathan Banks, Giancarlo Esposito",A high school chemistry teacher dying of cancer teams with a former student to secure his family's future by manufacturing and selling crystal meth.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Investigator: A British Crime Story,ITV,GB,TV-14,2016-07-14,2,To Be Determined,5.7,1394,"Mark Williams-Thomas, Rick Warden, Frances Millar, Tanya Winsor, Alice Harding","This show sheds new light on the decades-old case of Carole Packman, whose husband was convicted of her murder, even though her body was never found.",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Dinotrux,Netflix,US,TV-Y7-FV,2015-08-14,5,Ended,7.0,380,"Andrew Francis, Richard Ian Cox, Ashleigh Ball, Matt Hill, Brian Drummond, Paul Dobson","Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Puffin Rock,Netflix,US,TV-Y,2015-01-12,2,Ended,8.7,711,"Chris O'Dowd, Kate McCafferty, Sally McDaid, Geraldine Cole, Brian McMonagle, Darragh Gargan","Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jericho,CBS,US,TV-14,2006-09-20,2,Ended,7.9,53442,"Skeet Ulrich, Lennie James, Ashley Scott, Kenneth Mitchell, Brad Beyer, April Parker-Jones, Alicia Coppola, Pamela Reed, Bob Stephenson, Gerald McRaney, Clare Carey, Richard Speight Jr., Michael Gaston, Erik Knudsen, Shoshannah Stern, Sprague Grayden","Jake returns to his Kansas town to collect an inheritance, but a nuclear blast cuts off the outside world and makes him a reluctant leader amid chaos.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Knightfall,History,US,TV-14,2017-12-06,2,Ended,6.8,16322,"Tom Cullen, Jim Carter, Pádraic Delaney, Simon Merrells, Julian Ovenden, Olivia Ross, Ed Stoppard, Sabrina Bartlett, Bobby Schofield, Sarah-Sofie Boussnina","Fifteen years after the Crusades ended in defeat, a veteran knight becomes master of his order's Paris temple and discovers a shocking secret.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Grand Designs,Channel 4,UK,TV-14,1999-04-29,2,To Be Determined,8.5,2402,Kevin McCloud,"Host Kevin McCloud presents people who take self-building houses to a new level, following every step of their ambitious plans from beginning to end.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Heartland,CBC,CA,TV-PG,2007-10-14,11,Running,8.4,8881,"Amber Marshall, Michelle Morgan, Graham Wardle, Shaun Johnston, Chris Potter, Jessica Amlee, Kerry James, Nathaniel Arcand",Spunky teenager Amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wentworth,Showcase,AU,NR,2013-05-01,7,Running,8.6,16775,"Danielle Cormack, Nicole da Silva, Kate Atkinson, Celia Ireland, Shareena Clanton, Aaron Jeffery, Robbie Magasiva, Katrina Milosevic, Jacqueline Brennan, Ra Chapman, Pamela Rabe, Sigrid Thornton, Socratis Otto, Bernard Curry, Tammy MacIntosh, Kate Jenkinson",Bea Smith is locked up while awaiting trial for the alleged attempted murder of her husband and must learn how life works in prison.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hinterland,S4C,UK,TV-14,2013-10-29,3,Ended,7.6,10552,"Richard Harrington, Mali Harries, Hannah Daniel, Alex Harries, Aneirin Hughes, Daniel Rochford","Forsaking London for the rustic landscapes of Wales, a police detective with a troubled soul finds himself in a place with secrets as dark as his own.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Land Girls,BBC One,UK,TV-PG,2009-09-07,3,Ended,7.0,2532,"Becci Gemmell, Susan Cookson, Mark Benton, Mykola Allen, Sophie Ward, Jo Woodcock, Seline Hizli, Liam Boyle, Danny Webb, Nicholas Shaw, Carolyn Pickles, David Schofield, Summer Strallen, Christine Bottomley","Follow the lives, loves, highs and lows of four members of the Women's Land Army who are working at the Hoxley Estate during WWII.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The IT Crowd,Channel 4,UK,TV-MA,2006-02-03,5,Ended,8.5,130783,"Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry","Aided by a tech-illiterate manager, a pair of basement-dwelling dweebs makes the most of life in IT at a corporation run by a cloddish new owner.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vexed,BBC Two,UK,TV-MA,2010-08-15,2,Ended,7.3,2902,"Toby Stephens, Miranda Raison, Lucy Punch, Nick Dunning, Rory Kinnear, Ronny Jhutti, Roger Griffiths, Patrick Baladi",Charming slacker DI Jack Armstrong and driven professional DI Kate Bishop try to solve crimes together without driving each other crazy.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Get Down,Netflix,US,TV-MA,2016-08-12,2,Ended,8.3,20724,"Justice Smith, Shameik Moore, Herizen Guardiola, Skylan Brooks, Tremaine Brown,  Jr., Yahya Abdul-Mateen II, Jimmy Smits, Giancarlo Esposito, Kevin Corrigan, Stefanee Martin, Shyrley Rodriguez, Eric Bogosian, Michel Gill, Mamoudou Athie","In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wakfu,France 3,FR,TV-Y7-FV,2008-10-30,3,Ended,8.2,1136,"Fanny Bloc, Jules De Jongh, Patrick Béthune, Hugo Chandor, Thierry Mercier, Matthew Géczy, Benjamin Pascal, Arthur Bostrom, Geneviève Doang, Adeline Chetail, Jessica Bell, Thomas Guitard, Ross Grant, Gérard Surugue, Kier Stewart, Benoît Allemane, Bruno Magne","Yugo, a 12-year-old Eliatrope with special powers, sets out on a mission to find his true family and uncover the mysteries of Wakfu.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Derek,Channel 4,UK,TV-14,2012-04-12,3,Ended,8.0,27588,"Ricky Gervais, Kerry Godliman, Karl Pilkington, David Earl, Kay Noone, Tim Barlow, Arthur Nightingale, Sheila Collings, Margaret Towner, Barry Martin, Prem Modgil, Blanche Williams, Ninette Finch, Brett Goldstein, Ruth Bratt, Holli Dempsey",Ricky Gervais created and stars in this heartwarming comedy-drama series as a loyal English nursing home caretaker who sees only the good in everyone.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Imposters,Bravo,US,TV-14,2017-02-07,2,Ended,7.8,9696,"Inbar Lavi, Rob Heaps, Parker Young, Marianne Rendón, Stephen Bishop, Brian Benben, Katherine La Nasa","Supported by a team of fellow thieves, a con artist lures her targets into matrimony and then absconds with their fortunes in this darkly comic series.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chewing Gum,E4,UK,TV-MA,2015-10-06,2,Ended,7.7,7188,"Michaela Coel, John Macmillan, Robert Lonsdale, Danielle Walters, Kadiff Kirwan, Susan Wokoma, Shola Adewusi, Sarah Hoare, Abby Rakic-Platt, Maggie Steed, Olisa Odele","The virginal Tracey, who was raised in a strictly religious Tower Hamlets flat, is ready to realize her potential. And the first step is having sex.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Kim's Convenience,CBC,CA,TV-14,2016-10-11,3,Running,8.2,7405,"Paul Sun-Hyung Lee, Jean Yoon, Andrea Bang, Simu Liu, Andrew Phung, Nicole Power","While running a convenience store in Toronto, members of a Korean-Canadian family deal with customers, each other and the evolving world around them.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Protector,Netflix,US,TV-MA,2018-12-14,2,Ended,6.8,30624,"Çağatay Ulusoy, Ayça Ayşin Turan, Hazar Ergüçlü, Okan Yalabık, Mehmet Kurtuluş, Yurdaer Okur","Discovering his ties to a secret ancient order, a young man living in modern Istanbul embarks on a quest to save the city from an immortal enemy.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Cuckoo,BBC Three,UK,TV-14,2012-09-25,5,To Be Determined,7.3,7726,"Andy Samberg, Taylor Lautner, Greg Davies, Helen Baxendale, Tamla Kari, Tyger Drew-Honey, Esther Smith","Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lost Girl,Showcase,CA,TV-14,2010-09-12,5,Ended,7.7,28325,"Anna Silk, Kris Holden-Ried, Ksenia Solo, Richard Howland, Zoie Palmer, K.C. Collins","Discovering she's a succubus who sustains herself by feeding on the sexual energy of humans, seductive Bo sets out on a journey to understand herself.",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Mr. Young,YTV,CA,TV-G,Mar/01/2011,2,Returning Series,6.1,1176,"Brendan Meyer, Matreya Fedor, Gig Morton, Kurt Ostlund, Emily Tennant, Milo Shandel","After Adam graduates from college at age 14, he heads back to high school to teach science, where his crush and his best friends are his students!",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Crazy Ex-Girlfriend,The CW,US,TV-14,2015-10-12,4,Ended,7.8,16426,"Rachel Bloom, Vincent Rodriguez III, Santino Fontana, Donna Lynne Champlin, Pete Gardner, Vella Lovell, Gabrielle Ruiz, Scott Michael Foster","Still pining for Josh, the boy who dumped her ages ago, whip-smart lawyer Rebecca jettisons her New York life and moves to California to win him back.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
New Girl,FOX,US,TV-14,2011-09-20,7,Ended,7.7,185585,"Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone, Lamorne Morris, Damon Wayans Jr.","Still rebounding from a breakup, Jessica Day moves in with three single guys, all of whom are ready to help her understand the ways of the world.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Talking Tom and Friends,YouTube,US,TV-G,2015-04-30,2,Running,6.1,235,"Colin Hanks, Tom Kenny, James Adomian, Lisa Schwartz, Maria Bamford","Full of funny one-liners and always ready for an adventure, a talking cat and his equally chatty animal cohorts set out to become famous.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Weeds,Showtime,US,TV-MA,2005-08-07,8,Ended,7.9,101503,"Mary-Louise Parker, Hunter Parrish, Alexander Gould, Kevin Nealon, Justin Kirk, Elizabeth Perkins, Allie Grant, Andy Milder, Tonye Patano, Romany Malco",A suburban mother starts selling marijuana to her affluent neighbors so she can maintain her comfortable lifestyle after her husband's sudden death.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
